WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Bow,Wav ind,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Entry wav,Exit wav
,,,UDFHWAB0620,12.46,9.04,-0.72,0.59,1.64,1.69,1.69,1.15,-1.84,-1.95,0.37,0.23
,,,UDFHWAB0920,14.39,10.94,-0.91,0.91,1.53,1.87,-2.24,-1.76,-3.08,-3.78,0.89,0.8
,,,UDFHWAB1220,13.54,11.6,-1.12,0.92,2.45,3.43,3.43,1.64,-1.69,-3.3,0.81,0.57
,,,UDFHWAB1401,14.34,16.28,-4.54,0.85,2.56,4.66,4.66,-1.35,1.85,-3.19,0.76,0.7
WSAWB20,GSM-QY-AEK,019*35.9*Other *New (P1) -695*Wire-03*0060*T202T238*23060801,UCD68AB0120,10.25,9.68,-0.12,0.91,2.19,2.7,3.08,-0.43,1.98,2.2,0.8,0.38
2023/6/8 19:49,UCD68AB,,UCD68AB0320,10.87,9.56,-0.88,0.92,1.09,1.64,2.06,1.45,1.83,2.19,0.88,0.27
,,,UCD68AB0620,10.77,9.34,-1.17,0.86,-0.79,1.55,1.56,1.27,1.27,1.27,0.74,0.36
,,,UCD68AB0920,11.26,8.73,-0.94,1.01,1.05,1.88,1.9,0.52,-1.18,-2.72,0.9,0.39
,,,UCD68AB1220,11.18,12.1,-1.54,1.22,1.58,2.97,3.25,2.68,2.68,-3.35,1.22,0.82
,,,UCD68AB1401,13.34,10.87,-3.24,1.34,0.74,2.99,3.83,6.88,6.88,6.88,0.96,1.23
WSAWB20,TSM-QX-S4F,016*33.8*TM900 *New (P1) -680*Wire-02*0110*T202T238*23060702,UJE2JAH0120,9.74,9.95,-0.3,0.79,2.25,2.64,2.64,-0.64,1.5,1.91,0.32,0.33
2023/6/8 04:10,UJE2JAH,,UJE2JAH0320,10.86,9.37,-1.12,0.66,1.47,1.51,1.51,1.39,1.39,1.51,0.32,0.28
,,,UJE2JAH0620,11.54,9.94,-1.43,0.63,1.29,1.85,1.85,1.09,-1.7,-2.22,0.39,0.27
,,,UJE2JAH0820,11.51,9.86,-1.45,0.82,1.41,1.95,1.95,1.12,-1.76,-2.6,0.44,0.24
,,,UJE2JAH1120,12.68,9.32,-2.34,1.04,1.25,2.25,2.56,2.23,2.23,-3.23,0.45,0.57
,,,UJE2JAH1308,13.34,9.6,-2.91,1.28,-0.9,1.74,2.37,4.98,4.98,4.98,0.51,1.28
WSAWB20,TSN-QX-GMK,015*33.2*TM900 *New (P1) -668*Wire-01*0027*T202T238*23060602,UHDAFAH0120,9.75,7.11,1.93,0.65,2.53,3.03,3.03,-0.92,1.8,2.37,0.38,0.34
2023/6/7 12:57,UHDAFAH,,UHDAFAH0320,11.14,6.29,1.59,0.58,2.36,3.08,3.11,-0.82,0.95,1.48,0.4,0.33
,,,UHDAFAH0620,12.2,7.36,0.31,0.54,2.09,3.01,3.01,-1.49,-1.95,-2.2,0.49,0.43
,,,UHDAFAH0820,11.52,6.57,0.59,0.67,1.95,2.85,2.85,-1.8,-2.22,-2.4,0.43,0.36
,,,UHDAFAH1120,11.62,7.03,-0.06,0.61,1.86,3.4,3.5,1.16,-1.51,-2.6,0.55,0.45
,,,UHDAFAH1301,13.73,8.41,-1.65,0.79,1.6,2.83,3.48,2.41,2.67,-3.62,0.31,0.79
WSAWB20,TSN-QX-GMK,014*34.3*TM900 *New (P1) -656*Wire-03*0021*T029T244*23060601,UHEDUAK0120,13.18,9.9,-2.58,0.83,1.06,1.1,-2.11,0.83,2.67,3.62,0.36,0.57
2023/6/6 20:37,UHEDUAK,,UHEDUAK0320,13.93,10.38,-2.47,0.91,0.72,0.72,-1.7,0.97,2.73,3.06,0.36,0.41
,,,UHEDUAK0620,15.96,10.96,-3.71,1.23,0.47,0.73,-1.74,0.88,1.67,2.21,0.44,0.29
,,,UHEDUAK0820,16.65,12.82,-3.82,1.56,0.55,0.61,-1.79,1.44,1.89,1.89,0.55,0.64
,,,UHEDUAK1120,15.69,12.92,-4.36,0.92,0.59,0.76,-1.59,1.59,1.59,-1.96,0.46,0.53
,,,UHEDUAK1308,15.9,12.67,-5.09,0.87,-1.09,-1.64,-2.12,4.24,4.69,4.69,0.49,0.7
WSAWB20,TSN-QX-GMK,013*34.1*TM900 *New (P1) -645*Wire-02*0101*T027T244*23060502,UHDAEAH0120,11.41,10.24,-2.1,0.71,2.39,2.82,2.92,1,1.87,2.17,0.54,0.41
2023/6/6 05:21,UHDAEAH,,UHDAEAH0320,12.29,9.56,-1.92,0.92,1.29,1.84,1.84,-0.68,-1.23,-1.23,0.4,0.24
,,,UHDAEAH0620,12.56,11.41,-4.1,0.81,1.34,2.21,2.38,0.8,-1.23,-1.89,0.45,0.2
,,,UHDAEAH0820,12.37,11.55,-2.69,0.65,0.71,1.18,1.5,1.28,-1.39,-2.26,0.63,0.3
,,,UHDAEAH1120,14.45,11.22,-4.23,0.73,-1.57,-1.57,-1.57,2.11,-2.13,-3.51,0.28,0.63
,,,UHDAEAH1301,14.82,9.48,-4,0.82,-2.1,-2.15,-2.4,2.31,-3.01,-3.98,0.32,0.82
WSAWB20,TSN-QX-GMK,012*32.5*TM900 * A-435*Wire-01*0072*T027T244*23060402,UHC62AK0120,8.96,6.83,-1.94,0.81,3.02,4.34,4.53,-0.42,2.34,2.45,0.52,0.56
2023/6/5 14:20,UHC62AK,,UHC62AK0320,9.39,7.27,-1.12,1.12,2.62,4.07,4.21,0.77,1.06,1.22,0.42,0.26
,,,UHC62AK0520,9.99,7.19,-0.85,0.72,2.19,3.59,3.94,-1.38,-1.41,-2.04,0.33,0.22
,,,UHC62AK0820,12.32,7.15,-1.57,0.9,1.89,2.99,3.5,-1.06,-1.4,-3.07,0.33,0.43
,,,UHC62AK1020,10.92,7.24,-2.09,0.84,1.93,3.57,3.87,1.58,-1.87,-3.87,0.54,0.77
,,,UHC62AK1220,11.44,14.16,-3.95,1.19,-1.7,2.71,2.71,3.72,-6.23,-7.98,0.47,1.19
WSAWB20,TSM-QX-S4F,011*33.6*TM900 * A-429*Wire-03*0058*T210T215*23060403,UID42AK0120,11.12,10.89,-1.44,1.04,3.55,3.72,4.25,-1.35,2.96,4.29,0.48,1.04
2023/6/4 23:02,UID42AK,,UID42AK0320,11.43,9.26,-1.22,0.96,2.45,2.45,2.45,0.86,1.76,2.52,0.42,0.74
,,,UID42AK0620,12.04,9.67,-1.88,0.92,2.92,2.92,2.93,0.93,1.14,1.46,0.34,0.6
,,,UID42AK0820,13.18,8.54,-1.99,0.61,2.36,2.36,2.36,1.51,1.89,1.89,0.3,0.45
,,,UID42AK1120,12.6,7.57,-1.66,0.92,2.42,2.45,2.96,2.43,2.62,2.62,0.53,0.92
,,,UID42AK1301,13.41,9.54,-3.13,1.03,0.89,1.08,-1.63,5.61,6.56,6.56,0.51,1.03
WSAWB20,TSM-QX-S4F,010*31.7*Other * A-415*Wire-02*0031*T210T215*23060302,UIA52AK0120,10.6,12.02,-1.48,0.69,1.21,1.21,-2.56,-1.39,-1.93,2.93,0.42,0.61
2023/6/4 08:13,UIA52AK,,UIA52AK0320,11.56,10.22,-1.63,0.59,1.01,-1.29,-3.2,-1,-1,1.43,0.26,0.31
,,,UIA52AK0520,11.29,10.71,-2.1,0.52,-1.35,-1.58,-3.05,-1.17,1.63,1.93,0.31,0.33
,,,UIA52AK0820,12.18,10.65,-2.73,0.51,0.9,-1.16,-3.22,1.26,1.26,-1.3,0.29,0.16
,,,UIA52AK1020,12.03,9.95,-2.4,0.64,0.8,-1,-2.03,2.11,2.11,2.11,0.27,0.44
,,,UIA52AK1208,12.85,11.03,-3.45,0.79,-1.18,-1.73,-3.02,4.38,4.92,4.92,0.5,0.76
WSAWB20,TSM-QY-01B,009*27.1*TM900 * A-404*Wire-01*0029*T210T215*23060301,UAJJRAA0120,10.35,9.78,-0.54,0.52,2.61,2.61,2.61,1.01,2.17,2.95,0.4,0.46
2023/6/3 16:44,UAJJRAA,,UAJJRAA0220,10.55,9.14,-0.71,0.47,2.02,2.35,2.35,1.63,2.78,3.2,0.44,0.4
,,,UAJJRAA0420,11.25,10.3,-1.18,0.48,1.7,2.16,2.16,2.55,2.64,3.45,0.4,0.48
,,,UAJJRAA0620,11.08,10.46,-1.89,0.61,1.46,1.46,-2.06,2.35,2.35,2.57,0.36,0.59
,,,UAJJRAA0820,11.36,11.28,-2.36,0.73,1.85,1.85,-2.17,2.4,2.4,2.4,0.39,0.69
,,,UAJJRAA1020,12.06,11.84,-3.35,1.05,1.76,2.18,2.18,5.04,5.45,5.45,0.6,1.05
WSAWB20,INF-QY-E1B,007*26.6*TM900 * A-380*Wire-02*0103*T023T008*23060102,U57GRAL0120,10.12,6.74,-0.21,0.59,4.22,5.76,6.47,-0.45,2.07,2.4,0.47,0.49
2023/6/2 07:41,U57GRAL,,U57GRAL0220,10.58,7.34,-0.72,0.47,3.89,5.84,6.45,0.7,2.02,2.6,0.41,0.46
,,,U57GRAL0420,10.35,7.66,-1.02,0.49,3.69,5.73,6.44,1.42,2.29,2.94,0.32,0.38
,,,U57GRAL0620,10.05,7.69,-1.45,0.5,3.07,4.54,5.09,1.8,1.8,2,0.36,0.26
,,,U57GRAL0820,10.07,8.14,-1.87,0.51,2.36,3.74,4.4,2.41,2.43,2.43,0.32,0.25
,,,U57GRAL1008,10.45,10.31,-3.23,0.54,2.21,3.34,4.26,3.8,3.8,3.8,0.38,0.49
WSAWB20,NXC-QC-03B,006*30.5*TM900 * A-369*Wire-01*0104*T244T002*23060101,UFAAVAD0120,9.45,8.64,-1.58,0.85,2.61,3.13,3.13,-0.86,2.36,2.94,0.43,0.68
2023/6/1 16:13,UFAAVAD,,UFAAVAD0320,9.82,7.68,-2.62,0.68,2.46,3.32,3.32,0.4,0.81,1.4,0.49,0.58
,,,UFAAVAD0520,9.88,8.23,-2.31,1.11,1.94,2.82,2.82,0.64,-0.69,0.92,0.35,0.76
,,,UFAAVAD0820,10.61,9.01,-2.81,1.07,-0.85,2.05,2.05,1.03,-1.65,-2.19,0.27,0.63
,,,UFAAVAD1020,10.76,9.07,-2.29,0.91,-1.11,1.95,2.31,1.78,1.78,-2.58,0.28,0.53
,,,UFAAVAD1201,11.16,10.42,-3.31,0.87,1.23,2.39,2.51,4.11,4.11,4.11,0.35,0.52
WSAWB20,NXC-QC-03B,005*28.5*Other * A-362*Wire-03*0101*T237T240*23053102,UBIJAAD0120,8.94,10.64,-1.39,0.8,4.74,6.88,6.88,-0.8,3.38,3.62,0.68,0.74
2023/5/31 23:46,UBIJAAD,,UBIJAAD0320,8.91,8.67,-1.99,0.51,4.05,5.28,5.53,1.03,1.99,2.42,0.58,0.51
,,,UBIJAAD0520,9.03,8.61,-1.45,0.46,3.24,4.51,4.92,1.51,1.9,2.17,0.51,0.33
,,,UBIJAAD0720,9.07,8.89,-3.03,0.62,2.24,3.07,3.07,1.71,1.78,1.92,0.44,0.37
,,,UBIJAAD0920,8.95,8.3,-1.93,0.56,1.79,2.86,2.86,3.2,3.2,3.2,0.35,0.29
,,,UBIJAAD1108,9.15,8.94,-3.19,0.99,1.58,3.19,3.19,3.98,4.21,4.21,0.37,0.54
WSAWB20,NXC-QC-03B,004*30.7*TM1050 * A-554*Wire-02*0120*T237T240*23053002,UFAAVAH0120,9.88,9.92,-1.96,0.83,5.21,6.7,6.86,-1.37,2.82,3.17,0.83,0.67
2023/5/31 08:51,UFAAVAH,,UFAAVAH0320,9.24,8.63,-1.99,0.56,4.28,5.63,6.04,0.35,1.57,1.95,0.56,0.47
,,,UFAAVAH0520,9.11,8.55,-2.29,0.65,3.56,4.69,4.99,1.6,2.06,2.29,0.46,0.44
,,,UFAAVAH0820,9.74,7.8,-2.39,0.47,2.34,2.34,2.69,2.21,2.36,2.36,0.35,0.38
,,,UFAAVAH1020,9.11,7.67,-1.9,0.5,2.09,2.62,3.83,2.82,3.2,3.2,0.32,0.29
,,,UFAAVAH1201,9.87,10.17,-2.79,0.6,2.34,2.71,3.54,5.34,5.34,5.34,0.41,0.46
WSAWB20,TSM-QX-H8B,003*30.6*TM1050 *New (P1) -520*Wire-01*0066*T237T240*23053001,UBGJRAE0120,11.79,10.89,-2.39,0.51,1.81,2.24,2.24,1.17,2.5,3.74,0.51,0.51
2023/5/30 18:20,UBGJRAE,,UBGJRAE0320,11.97,10.14,-1.93,0.59,1.56,2.1,-2.52,0.96,1.76,2.68,0.59,0.16
,,,UBGJRAE0520,11.92,8.48,-1.67,0.53,1.58,1.89,1.89,1.43,2.59,3.33,0.41,0.23
,,,UBGJRAE0820,11.94,8.71,-2.25,0.7,0.59,0.93,-2.79,2.06,2.42,2.68,0.7,0.39
,,,UBGJRAE1020,11.56,9.46,-1.85,0.65,0.56,1.32,-2.07,2.5,2.7,3.14,0.62,0.45
,,,UBGJRAE1201,11.76,10.62,-3.08,0.7,0.78,1.49,-2.11,4.12,4.62,4.62,0.7,0.56
WSAWB20,TSM-QX-H8B,002*35.4*TM1050 *New (P1) -004*Wire-03*0203*T034T233*23052901,UGF8HAB0120,12.91,14.04,-4.01,1.13,2.12,2.69,2.76,-4.21,-4.21,-6.14,0.48,0.85
2023/5/29 23:53,UGF8HAB,,UGF8HAB0320,13.08,12.84,-3.61,1.09,3.83,3.83,3.83,-1.04,-1.04,-2.93,0.56,0.99
,,,UGF8HAB0620,12.77,9.31,-1.92,1.26,2.62,2.82,2.82,1.64,2.33,2.33,0.45,0.98
,,,UGF8HAB0920,15.73,10.88,-1.07,1.22,1.28,1.32,-1.83,2.1,2.84,3.21,0.3,0.81
,,,UGF8HAB1220,12.33,10.24,-0.42,1.45,1.14,1.67,1.67,3.04,4.17,4.44,0.51,0.83
,,,UGF8HAB1401,13.61,12.17,-1.65,1.45,1.9,2.76,2.76,6.99,8.48,8.48,0.82,0.93
WSAWB20,UMC-QX-45F,001*34.1*TM1050 *New (P1) -491*Wire-02*0037*T034T233*23052802,UDIFYAF0120,11.44,13.72,-3.15,3.38,-2.45,-5.47,-6.86,-3.41,-6.46,-6.46,0.63,3.15
2023/5/29 05:54,UDIFYAF,,UDIFYAF0320,12.58,16,-1.04,3.52,-2.17,-3.81,-5.28,-3.99,-7.43,-7.43,0.37,3.34
,,,UDIFYAF0620,12.36,20.91,1.96,2.92,1.34,-3.59,-5.07,-3.4,-9.43,-9.43,0.38,2.45
,,,UDIFYAF0820,10.9,24.53,2.03,1.94,-1.94,-3.9,-5.35,-2.12,-10.76,-11.69,0.35,1.5
,,,UDIFYAF1120,11.24,27.74,3.68,2.67,-1.39,-2.76,-4.14,5,-12.13,-17.77,0.36,2.11
,,,UDIFYAF1308,12.23,25.93,2.69,2.14,-1.2,-2.71,-4.44,6.56,-10.75,-17.33,0.5,2.12
WSAWB20,TSM-QC-L8H,050*29.5*TM900 *New (P1) -473*Wire-01*0041*T034T233*23052702,UIA60AH0120,11.36,12.55,-0.61,0.57,3.72,3.72,3.72,0.84,2.23,2.48,0.57,0.36
2023/5/28 07:24,UIA60AH,,UIA60AH0320,11.67,10.58,-1.23,0.58,2.66,2.66,2.66,1.16,1.72,2.11,0.24,0.34
,,,UIA60AH0520,11.31,9.16,-1.32,0.62,1.77,1.77,1.77,0.98,1.09,1.52,0.17,0.31
,,,UIA60AH0720,11.22,9.09,-1.52,0.46,1.24,1.24,-1.97,0.57,0.9,-1.41,0.13,0.16
,,,UIA60AH0920,11.81,9.21,-1.83,0.46,0.94,-1.13,-1.56,1.34,1.34,-1.76,0.12,0.25
,,,UIA60AH1120,13.14,10.13,-3.34,0.65,1.17,1.71,1.71,4.7,4.7,4.7,0.21,0.64
WSAWB20,INL-QX-V2F,049*33.7*Other * A-297*Wire-03*0103*T999T999*23052701,UBGJTAF0120,13.87,15.2,0.13,1.13,1.91,-1.95,-5.39,-1.19,2.58,3.54,0.71,0.45
2023/5/27 15:51,UBGJTAF,,UBGJTAF0320,14.85,10.99,-0.7,1.14,1.26,-2.02,-3.45,-0.93,2.67,4.15,0.4,0.37
,,,UBGJTAF0620,15.9,13.34,0.29,1.01,-1.86,-2.82,-3.95,1.51,2.91,3.49,0.34,0.31
,,,UBGJTAF0820,16.42,10.22,0.65,1.32,-2.42,-3.84,-4.32,2.32,3.55,3.55,0.48,0.28
,,,UBGJTAF1120,16.29,9.69,-0.85,1.18,-2.71,-4.2,-4.39,3.11,3.83,4.04,0.62,0.79
,,,UBGJTAF1308,15.34,14.88,-4.51,1.28,0.97,-2.42,-4.34,4.82,6.07,6.07,0.5,1.28
WSAWB20,UMX-QC-05B,048*30.1*Other * A-287*Wire-02*0023*T999T999*23052602,UCJGDAH0120,11.08,15.33,-1.57,0.74,1.12,-1.82,-4.25,1.2,2.48,5.21,0.33,0.37
2023/5/27 00:23,UCJGDAH,,UCJGDAH0320,11.55,12.6,-1.8,0.75,0.96,-2.47,-3.12,0.95,3.02,4.54,0.41,0.28
,,,UCJGDAH0520,12.38,13.56,-1.76,0.77,-1.67,-3.16,-3.54,1.77,3.22,4.49,0.75,0.31
,,,UCJGDAH0720,13.68,13.09,-2.74,0.95,-2.32,-4.17,-4.42,2.48,3.17,4.4,0.85,0.25
,,,UCJGDAH0920,12.74,11.39,-2.97,1.05,-2.21,-4.16,-4.34,2.86,4.68,5.01,0.97,0.47
,,,UCJGDAH1120,13.38,12.39,-3.53,1,-1.36,-3.27,-4.95,6,7.92,7.92,0.88,1
WSAWB20,DEV-QC-56P,047*25*Other *Mix-278*Wire-01*0081*T999T999*23052503,UIE39AG0120,8.56,13.16,-2.81,0.86,1.45,1.85,-2.02,0.81,3.68,4.05,0.53,0.58
2023/5/26 09:39,UIE39AG,,UIE39AG0220,8.7,13.92,-3.05,0.93,0.84,-1.07,-2.33,1.2,3.07,3.07,0.45,0.4
,,,UIE39AG0420,8.77,14.12,-3.64,1.25,-0.56,-1.56,-2.49,1.68,2.5,2.92,0.43,0.46
,,,UIE39AG0620,9.97,13.86,-4.58,1.05,-1.3,-2.52,-3.82,1.32,1.76,1.76,0.32,0.52
,,,UIE39AG0820,10,14.89,-4.86,1.14,-1.55,-2.83,-4.09,1.84,1.96,2.01,0.54,0.26
,,,UIE39AG1001,11.18,14.57,-5.61,1.03,-1.6,-2.8,-3.82,4.13,4.6,4.6,0.57,0.52
WSAWB20,DEV-QC-60H,046*28.6*TM900 * A-267*Wire-03*0115*T206T239*23052501,UHA87AD0120,10.83,8.7,-0.87,0.6,1.64,-1.72,-2.48,-1.86,3.85,5.53,0.38,0.49
2023/5/25 18:00,UHA87AD,,UHA87AD0320,10.52,7.26,-1.43,0.58,-0.93,-2.07,-2.24,3.07,3.25,3.43,0.3,0.58
,,,UHA87AD0520,10.78,6.41,-1.63,0.54,-1.36,-1.8,-1.8,2.09,2.8,2.8,0.42,0.38
,,,UHA87AD0720,10.83,7.17,-1.15,0.75,-1.68,-2.41,-2.41,2.87,3.18,3.18,0.47,0.5
,,,UHA87AD0920,10.89,6.86,-1.26,0.84,-1.23,-2.52,-2.52,3.3,3.82,3.92,0.4,0.74
,,,UHA87AD1108,11.68,8.55,-2.03,1.08,-0.67,-1.49,-1.49,5.87,7.6,7.6,0.64,1.13
WSAWB20,UMC-QC-59K,045*30.5*TM900 * A-257*Wire-02*0023*T206T209*23052402,UHG5WAA0120,10.28,13.23,-1.36,0.64,-0.82,-1.52,-4.11,-1.46,4.24,5.1,0.44,0.57
2023/5/25 02:24,UHG5WAA,,UHG5WAA0320,10.58,10.46,-1.94,0.49,-1.58,-2.02,-3.33,1.17,2.53,2.99,0.28,0.18
,,,UHG5WAA0520,11.49,9.96,-1.88,0.48,-2.05,-2.26,-2.56,-1.56,2.45,2.94,0.38,0.21
,,,UHG5WAA0820,12.79,10.16,-1.32,0.54,-2.7,-2.95,-3.29,1.5,2.17,2.42,0.44,0.31
,,,UHG5WAA1020,12.17,9.78,-1.47,0.57,-2.62,-3.36,-3.77,1.42,3.38,3.47,0.35,0.57
,,,UHG5WAA1201,12.15,10.07,-1.73,0.78,-1.76,-1.8,-2.1,7.36,8.92,8.92,0.49,0.78
WSAWB20,UMC-QC-59K,044*28.7*TM900 * A-251*Wire-01*0038*T206T239*23052303,UEGHAAJ0120,10.1,13.15,-1.34,0.89,2.1,-2.42,-4.58,-2.09,4.12,4.42,0.89,0.83
2023/5/24 11:13,UEGHAAJ,,UEGHAAJ0320,10.4,10.91,-2.12,0.65,0.48,-1.86,-3.66,0.56,0.88,1.35,0.59,0.21
,,,UEGHAAJ0520,10.01,9.21,-2.02,0.68,-0.67,-2.24,-3.47,1.45,2.46,2.64,0.68,0.29
,,,UEGHAAJ0720,9.84,9.99,-2.04,0.7,-1.66,-3.9,-4.58,2.45,2.45,2.45,0.7,0.2
,,,UEGHAAJ0920,9.57,10.26,-2.21,0.67,-2.5,-4.33,-5.88,2.44,3.46,3.46,0.67,0.45
,,,UEGHAAJ1108,10.19,9.6,-2.66,0.78,-1.38,-2.88,-4.26,6.39,7.03,7.03,0.78,0.53
WSAWB20,TSN-QX-GMK,043*29.1*Other * A-243*Wire-03*0005*T017T213*23052301,UHIC5AE0120,6.89,10.24,-2.39,0.88,2.79,2.8,-2.82,0.72,2.83,3.23,0.66,0.72
2023/5/23 19:47,UHIC5AE,,UHIC5AE0320,7.94,9.81,-2.16,0.85,1.79,2.04,2.04,1.32,2.83,3.08,0.4,0.78
,,,UHIC5AE0520,8.33,9.75,-2.3,1.05,1.39,1.85,1.85,1.5,3.53,4.05,0.43,1.05
,,,UHIC5AE0720,9.01,9.25,-2.77,0.98,0.79,0.81,-1.59,1.39,2.37,2.72,0.25,0.79
,,,UHIC5AE0920,9.56,9.01,-2.56,1.01,-1.29,-2.21,-2.87,0.82,1.14,1.14,0.27,0.41
,,,UHIC5AE1108,9.82,9.67,-3.22,0.97,-0.95,-1.6,-2.33,2.23,2.43,2.43,0.31,0.34
WSAWB20,UMC-QC-59K,042*27.3*Other * A-238*Wire-02*0120*T017T213*23052202,UEDBPAG0120,10.2,9.78,-1.37,0.87,2.21,2.21,2.21,0.48,2.52,2.58,0.77,0.28
2023/5/23 04:14,UEDBPAG,,UEDBPAG0220,10.02,9.07,-0.98,0.82,1.42,1.63,1.63,0.67,2.25,2.7,0.62,0.34
,,,UEDBPAG0420,10.19,8.87,-1.18,0.92,0.61,1.67,1.67,1.6,4.36,4.83,0.52,0.78
,,,UEDBPAG0620,11.29,8.62,-1.54,0.87,0.49,0.92,-0.95,1.41,3.61,3.91,0.67,0.73
,,,UEDBPAG0820,10.01,8.45,-1.87,1.14,-1.58,-1.88,-2.77,1.95,2.56,2.56,0.66,0.17
,,,UEDBPAG1020,10.76,8.45,-2.56,1.2,-0.64,-1.02,-1.43,3.16,3.43,3.43,0.78,0.43
WSAWB20,TSM-QX-S4F,039*27.8*TM900 * A-199*Wire-02*0058*T017T233*23052002,UJE2EAK0120,11.88,13.76,-0.92,0.61,-1.51,-2.7,-4.81,1.82,5.27,5.48,0.27,0.61
2023/5/21 04:59,UJE2EAK,,UJE2EAK0320,11.43,13.65,-0.81,0.78,-2.16,-2.96,-4.23,2.83,6.05,7.27,0.33,0.77
,,,UJE2EAK0520,11.22,14.62,-0.85,0.77,-3.39,-4.1,-5.7,3.3,5.86,7.11,0.4,0.54
,,,UJE2EAK0720,12.42,14.9,-1.3,0.55,-3.77,-5.48,-7.46,2.11,4.33,4.97,0.29,0.45
,,,UJE2EAK0920,12.24,11.29,-1.56,0.7,-4.64,-5.91,-7.45,2.07,3.57,3.72,0.55,0.54
,,,UJE2EAK1101,13.16,12.83,-3.15,0.75,-3.46,-5.28,-6.13,5.07,6.73,6.73,0.61,0.73
WSAWB20,NXC-QC-03B,038*30*TM900 * A-189*Wire-01*0016*T017T233*23051903,UFDBCAA0120,9.56,10.94,-1.22,0.53,-0.62,-2.24,-3.41,1.75,1.75,1.75,0.32,0.22
2023/5/20 14:11,UFDBCAA,,UFDBCAA0320,8.63,10.09,-1.49,0.62,0.76,-1.74,-2.18,1.47,1.47,1.47,0.32,0.18
,,,UFDBCAA0520,9.18,9.5,-1.45,0.69,-0.66,-1.51,-1.54,1.34,1.84,1.84,0.37,0.36
,,,UFDBCAA0720,9.89,10.57,-1.86,0.61,-0.67,-2,-2.41,1.24,1.24,-1.66,0.37,0.21
,,,UFDBCAA0920,10.16,8.27,-1.61,0.94,-0.81,-1.74,-1.74,0.67,-0.99,-1.1,0.52,0.22
,,,UFDBCAA1120,11.9,9.39,-2.69,0.82,-0.79,-1.97,-1.97,-1.41,-1.69,2.17,0.5,0.45
WSAWB20,NXC-QC-03B,037*26.3*Other * A-178*Wire-03*0048*T226T229*23051902,UFAAQAF0120,9.36,11.38,-2.34,0.64,1.94,-2.03,-4.16,1.41,4,4,0.54,0.48
2023/5/19 22:44,UFAAQAF,,UFAAQAF0220,9.23,10.9,-2.51,0.62,1.79,-2.19,-4.35,1.9,3.61,3.61,0.61,0.31
,,,UFAAQAF0420,9.17,12.37,-3.22,0.61,0.97,-2.84,-4.76,2.24,3.5,3.72,0.36,0.35
,,,UFAAQAF0620,9.73,12.65,-3.25,0.61,-1.34,-4.04,-6.22,2.08,2.84,2.92,0.55,0.25
,,,UFAAQAF0820,10.31,13.05,-3.07,0.72,-2.02,-4.7,-6.87,2.19,3.01,3.01,0.72,0.29
,,,UFAAQAF1008,9.81,13.18,-4.27,0.65,-2.62,-4.71,-6.8,4.16,5.1,5.1,0.63,0.49
WSAWB20,NXC-QC-03B,036*29.1*Other * A-169*Wire-02*0002*T226T229*23051802,UHBBCAD0120,7.98,11.37,-1.98,0.69,1.48,-2.12,-3.55,1.03,4.14,4.36,0.4,0.58
2023/5/19 07:35,UHBBCAD,,UHBBCAD0320,9.46,11.53,-2.49,0.78,-1.38,-2.84,-4.03,1.48,4.01,4.77,0.24,0.72
,,,UHBBCAD0520,8.99,11.16,-2.69,0.65,-1.72,-3.52,-4.9,1.56,2.49,2.79,0.28,0.3
,,,UHBBCAD0820,10.01,11.27,-2.4,0.61,-3.02,-5.33,-7.14,2.54,3.29,3.45,0.48,0.39
,,,UHBBCAD0920,8.91,11,-2.47,0.63,-2.49,-4.89,-6.17,3,3.33,3.33,0.39,0.4
,,,UHBBCAD1108,11.14,11.58,-2.99,0.57,-3.36,-5.2,-6.95,3.61,4.32,4.32,0.33,0.57
WSAWB20,GIE-QC-A6F,035*31.1*Other * A-161*Wire-01*0101*T226T229*23051801,UFJP0AH0120,12.25,12.57,-3.49,0.72,-0.95,-2.23,-4.92,-1.28,3.37,4,0.5,0.41
2023/5/18 16:26,UFJP0AH,,UFJP0AH0320,12.52,13.58,-4.74,0.79,-1.3,-2.76,-4.06,1.63,2.31,3.39,0.31,0.46
,,,UFJP0AH0520,12.4,12.09,-4.07,0.7,-2.12,-2.96,-4.24,2.2,3,3.87,0.32,0.2
,,,UFJP0AH0820,12.59,13.33,-3.13,0.55,-3.49,-4.8,-6.55,2.38,2.7,3,0.44,0.19
,,,UFJP0AH1020,13.18,12.07,-3.25,0.57,-3.45,-5.21,-6.44,1.58,2.86,3.37,0.54,0.57
,,,UFJP0AH1208,15.33,12.95,-3.93,1.11,-0.85,-1.32,-2.03,7.75,9.62,9.62,0.66,1.11
WSAWB20,GIE-QC-A6F,034*30.9*TM900 * A-151*Wire-03*0075*T999T999*23051702,UFJN9AA0120,8.39,11.37,-1.59,0.66,1.02,-1.64,-3.15,0.61,3.02,3.43,0.51,0.52
2023/5/17 23:59,UFJN9AA,,UFJN9AA0320,9.24,10.99,-2.38,0.94,-0.77,-2.74,-3.98,1.73,2.51,3.65,0.48,0.93
,,,UFJN9AA0520,10.04,11.35,-2.38,0.89,-1.82,-3.43,-4.63,2.26,2.93,3.56,0.43,0.81
