WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Wav ind,Entry wav,Exit wav,Bow
,,,PHEBEAA0720,8.02,7.12,-1.83,-2.5,-2.73,1.85,4.13,5.3,0.65,0.41,0.64,-0.94
,,,PHEBEAA0920,7.41,7.37,-2.61,-3.25,-3.33,1.98,4.08,5.63,0.67,0.46,0.61,-1.11
,,,PHEBEAA1108,7.24,9.51,-2.73,-3.5,-3.5,5.05,7.81,9.37,0.55,0.42,0.57,-1.61
WSAWB20,DEV-QC-60H,035*28.7*TM860 * A-656*Wire-03*0119*22092301,PJD9RAB0120,8.08,6.04,1.2,2.01,2.23,-1.19,2.18,3.73,0.71,0.27,0.71,-0.78
2022/9/24 02:25,PJD9RAB,,PJD9RAB0320,8.49,6.4,0.96,2.05,2.05,1.56,2.28,4.03,0.69,0.22,0.59,-1.66
,,,PJD9RAB0520,9.09,8.26,-0.51,1.04,1.69,0.76,1.72,3.24,0.69,0.21,0.68,-1.79
,,,PJD9RAB0720,8.63,8.92,-1.83,-2.16,-2.16,-2.8,-3.49,-3.49,0.71,0.5,0.66,-2.33
,,,PJD9RAB0920,9.01,7.99,-3.69,-4.01,-4.01,0.81,1.18,2.39,0.74,0.35,0.73,-2.29
,,,PJD9RAB1108,9.43,9.45,-3.48,-3.88,-3.88,3.41,4.42,5.7,0.61,0.42,0.46,-3.42
WSAWB20,UMC-QC-59K,036*31*TM860 * A-665*Wire-01*0007*22092401,PGIVXAN0120,7.97,5.11,1.38,1.84,1.87,-0.96,1.79,1.97,0.79,0.35,0.44,1.32
2022/9/24 17:08,PGIVXAN,,PGIVXAN0320,7.76,5.94,1.27,1.37,1.47,0.66,1.73,1.73,0.89,0.41,0.54,1.28
,,,PGIVXAN0520,7.43,5.7,-0.72,1.16,1.62,0.72,1.4,1.69,0.94,0.49,0.3,1.21
,,,PGIVXAN0820,6.7,5.96,-2.23,-2.86,-2.86,0.97,1.58,1.77,0.88,0.75,0.31,1.08
,,,PGIVXAN1020,7.39,5.85,-4,-4.37,-4.37,1.49,1.96,2.19,0.71,0.57,0.46,1.47
,,,PGIVXAN1208,5.97,7.98,-2.22,-2.81,-2.81,5.98,8.08,8.61,1,0.88,1,0.23
WSAWB20,DEV-QC-60H,034*26.3*TM860 * A-644*Wire-02*0029*22092202,PFF28AD0120,8.39,6.42,1.52,2.45,2.45,1.44,3.83,4.97,1.13,0.38,1.13,-0.58
2022/9/23 11:04,PFF28AD,,PFF28AD0220,8.11,7.29,1.1,1.68,1.7,1.78,3.51,5.18,0.82,0.57,0.78,-0.5
,,,PFF28AD0420,8.67,5.38,-0.65,1.03,1.03,1.58,3.4,4.63,0.94,0.35,0.94,-1.07
,,,PFF28AD0620,8.96,7.08,-2.14,-2.5,-2.9,1.35,3.04,3.82,0.9,0.41,0.9,-1.65
,,,PFF28AD0820,8.7,7.26,-3.46,-3.52,-3.72,1.43,3.75,4.68,0.96,0.4,0.96,-2.1
,,,PFF28AD1008,9.97,9.45,-4.04,-4.06,-4.13,3.05,6.84,6.84,0.83,0.65,0.83,-2.63
WSAWB20,DEV-QC-60H,032*28.5*TM860 * A-627*Wire-03*0102*22092102,PGA91AE0120,8.94,7.66,2.17,3.43,4.02,-1.32,3.9,3.99,0.6,0.35,0.6,-1.8
2022/9/22 05:08,PGA91AE,,PGA91AE0320,9.59,7.52,1.47,2.81,3.01,0.66,2.01,2.78,0.55,0.36,0.3,-2
,,,PGA91AE0520,9.72,6.22,-1.14,1.52,2.05,0.93,2.88,3.58,0.66,0.33,0.48,-1.65
,,,PGA91AE0720,10.19,8.19,-2.47,-2.67,-2.67,0.98,2.2,2.47,0.6,0.25,0.34,-2.69
,,,PGA91AE0920,9.85,8.64,-3.44,-3.95,-3.95,1.16,3.01,3.01,0.65,0.32,0.44,-3.03
,,,PGA91AE1108,10.28,9.65,-3.08,-3.16,-3.16,3.45,6.14,6.14,0.83,0.48,0.83,-3.67
WSAWB20,DEV-QC-60H,033*26.4*TM860 * A-633*Wire-01*0032*22092202,PFF28AA0120,8.22,7.25,1.09,1.09,1.09,1.74,3.44,4.93,0.8,0.62,0.8,-0.87
2022/9/22 20:01,PFF28AA,,PFF28AA0220,8.34,8.61,0.92,-1.28,-1.93,0.98,2.88,3.9,0.67,0.49,0.51,-1.16
,,,PFF28AA0420,8.8,7.54,-1.06,-1.56,-2.14,1.58,2.87,4.15,0.72,0.57,0.47,-1.3
,,,PFF28AA0620,9.45,8.71,-1.57,-2.33,-3.69,-0.62,2.19,3.14,0.67,0.49,0.58,-1.83
,,,PFF28AA0820,8.66,9.85,-3.19,-4.08,-4.96,1.15,2.1,3.05,0.76,0.63,0.52,-2.1
,,,PFF28AA1008,9.63,11.23,-4.16,-4.96,-6.3,3.13,5.34,6,0.83,0.72,0.59,-2.6
WSAWB20,DEV-QC-60H,031*28.9*TM860 * A-616*Wire-02*0202*22092102,PHEAVAD0120,8.86,9.07,2.53,3.59,5.52,-2.42,3.95,3.95,0.78,0.65,0.78,-0.17
2022/9/21 14:42,PHEAVAD,,PHEAVAD0320,10.93,6.62,1.61,4.18,5.08,-1,2.64,3.5,0.68,0.68,0.38,-1.6
,,,PHEAVAD0520,10.08,7.56,-1.03,2.45,3.5,0.83,3.6,4.01,0.58,0.58,0.48,-1.6
,,,PHEAVAD0720,11.27,7.35,-1.32,-1.93,3.3,0.82,1.8,2.44,0.61,0.61,0.46,-1.78
,,,PHEAVAD0920,9.58,8.85,-1.85,2.21,2.77,0.64,2.37,2.77,0.68,0.68,0.47,-1.86
,,,PHEAVAD1108,11.1,9.94,-3.39,-3.39,-3.39,2.55,5.02,5.11,0.9,0.9,0.61,-3.23
WSAWB20,SMA-QC-95B,030*27.8*TM860 * A-606*Wire-01*0032*22092001,PBE3EAG0120,8.88,9,1.44,1.54,2.72,0.93,3.97,4.63,0.74,0.74,0.72,-1.38
2022/9/20 23:49,PBE3EAG,,PBE3EAG0320,9.76,8.89,0.68,-1,1.95,1.18,3.04,4,0.87,0.87,0.41,-1.86
,,,PBE3EAG0520,9.56,6.8,-0.87,-1.58,1.61,1.69,3.45,4.3,0.75,0.75,0.42,-1.99
,,,PBE3EAG0720,9.88,8.78,-3.2,-4.02,-4.02,0.78,2.39,3.27,0.82,0.82,0.49,-2.29
,,,PBE3EAG0920,10.13,10.19,-4.25,-5.08,-5.08,2.75,4.28,4.56,0.9,0.9,0.52,-2.25
,,,PBE3EAG1101,10.58,10.34,-3.11,-3.74,-3.74,3.46,5.5,5.65,1.2,1.2,0.8,-2.75
WSAWB20,SMA-QC-95B,021*30.2*TM860 * A-596*Wire-01*0202*22091902,PBE3DAD0120,9.22,5.93,1.18,1.57,2.4,0.73,2.06,2.06,0.59,0.57,0.51,0.68
2022/9/20 08:56,PBE3DAD,,PBE3DAD0320,9.08,4.56,0.79,1.73,2.77,-1.37,-1.37,-1.37,0.59,0.57,0.3,0.17
,,,PBE3DAD0520,8.86,4.26,-2.01,-2.42,-2.42,1.78,2.54,2.54,0.6,0.52,0.27,-0.35
,,,PBE3DAD0820,9.01,4.54,-3.19,-3.19,-3.19,2.35,3.1,3.1,0.62,0.56,0.49,-0.78
,,,PBE3DAD1020,9.03,5.96,-4.34,-4.34,-4.34,2.09,3.1,3.1,0.73,0.68,0.67,-0.53
,,,PBE3DAD1201,11.62,6.85,-3.57,-4.47,-4.47,4.14,5.6,5.6,0.72,0.6,0.72,-1.86
WSAWB20,SMA-QC-95B,027*29.6*TM860 * A-576*Wire-01*0043*22091802,PBE3DAH0120,8.65,9.56,2.03,5.36,5.36,-1.38,3.72,4.82,0.69,0.68,0.56,1.11
2022/9/19 02:29,PBE3DAH,,PBE3DAH0320,8.36,7.6,1.69,4,4.63,1.46,2.98,3.94,0.78,0.78,0.26,0.64
,,,PBE3DAH0520,9.76,6.18,1,2.44,3.63,1.88,3.14,4.11,0.64,0.62,0.24,0.37
,,,PBE3DAH0720,8.91,5.22,-1.37,2.06,2.64,1.03,1.86,2.13,0.55,0.55,0.24,-0.3
,,,PBE3DAH0920,10.03,4.94,-2.57,-2.65,3.13,1.69,3.37,3.47,0.58,0.58,0.34,-0.55
,,,PBE3DAH1108,9.41,7.1,-2.45,-2.45,3.59,2.5,4.48,4.48,0.59,0.55,0.51,-1.24
WSAWB20,SMA-QC-95B,028*30*TM860 * A-585*Wire-02*0073*22091902,PBE3DAA0120,9.49,8.13,2.34,3.09,3.29,0.95,2.69,2.69,0.74,0.74,0.59,-1.77
2022/9/19 17:11,PBE3DAA,,PBE3DAA0320,9.33,8.8,1.82,2.45,2.6,1.1,1.89,2.1,0.49,0.45,0.31,-2.27
,,,PBE3DAA0520,8.83,7.51,1.22,1.44,1.58,1.57,2.6,2.6,0.5,0.33,0.29,-2.61
,,,PBE3DAA0720,9.54,9.6,-1.65,-2.39,-2.78,0.84,1.6,1.81,0.43,0.27,0.26,-3.35
,,,PBE3DAA0920,9.08,9.22,-2.49,-3.28,-3.28,0.77,2.56,2.74,0.52,0.35,0.52,-3.4
,,,PBE3DAA1108,9.57,11.69,-3.44,-3.64,-3.97,2.34,3.88,4.19,0.69,0.47,0.69,-3.8
WSAWB20,UMC-QC-59K,026*30.1*TM860 * A-567*Wire-03*0202*22091702,PGIVWAD0120,7.68,6.42,1.92,2.09,2.09,1.4,2.27,3.08,0.89,0.59,0.89,1.08
2022/9/18 11:34,PGIVWAD,,PGIVWAD0320,8.53,4.1,1.49,2.02,2.02,1.82,2.1,2.2,0.65,0.43,0.51,0.69
,,,PGIVWAD0520,9.4,5,0.79,-0.85,-1.44,1.63,2.47,2.55,0.59,0.33,0.52,0.05
,,,PGIVWAD0720,8.58,5.65,-1.38,-1.52,-2.92,1.22,1.54,1.91,0.64,0.37,0.58,-0.13
,,,PGIVWAD0920,8.51,7.18,-2.01,-2.13,-3.45,1.85,3.35,3.72,0.76,0.52,0.76,-0.02
,,,PGIVWAD1120,9.92,9.81,-3.42,-3.76,-5.55,4.08,5.63,5.75,0.9,0.62,0.9,-1.11
WSAWB20,UMC-QC-59K,025*30.6*TM860 * A-555*Wire-02*0118*22091701,PGIVXAK0120,9.02,4.43,1.89,2.12,2.47,-2.14,-2.57,-2.57,0.55,0.51,0.41,0.42
2022/9/17 20:47,PGIVXAK,,PGIVXAK0320,8.45,4.79,1.31,1.38,1.8,-1.13,-1.93,-2.07,0.59,0.59,0.33,0.59
,,,PGIVXAK0520,8.74,5.15,-0.48,0.89,-1.03,-1.1,-2.11,-2.11,0.48,0.44,0.26,-0.01
,,,PGIVXAK0820,8.12,5.78,-2.34,-2.84,-3.03,0.86,-2.05,-2.41,0.44,0.43,0.35,-0.02
,,,PGIVXAK1020,8.44,6.91,-3.19,-3.53,-4.34,1.23,-1.28,-2.07,0.48,0.48,0.35,-0.29
,,,PGIVXAK1201,10.16,7.06,-1.52,-1.57,-1.87,5.2,5.29,5.29,1.06,0.68,1.06,-0.67
WSAWB20,DEV-QC-70B,024*30.3*TM860 * A-544*Wire-01*0033*22091603,PCIKGAD0120,9.94,8.29,1.71,1.71,-3.06,-1.09,2.86,3.08,0.53,0.53,0.33,0.35
2022/9/17 06:04,PCIKGAD,,PCIKGAD0320,9.01,8.35,1.12,-1.53,-2.75,1.32,3.39,4.71,0.45,0.35,0.45,0.24
,,,PCIKGAD0520,8.49,8.36,-1.52,-2.23,-4.13,1.54,3.93,5.31,0.56,0.34,0.55,-0.15
,,,PCIKGAD0820,9.04,8.39,-3.19,-4.77,-6.99,1.52,3.22,3.43,0.48,0.25,0.34,-0.12
,,,PCIKGAD1020,8.88,9.83,-4.14,-5.66,-8.18,1.31,1.92,1.92,0.54,0.31,0.44,0.08
,,,PCIKGAD1201,9.31,9.57,-3,-4.41,-5.92,3.53,3.57,3.57,1.27,0.46,1.27,-1.17
WSAWB20,UMC-QC-59K,023*29.3*TM860 * A-535*Wire-03*0037*22091502,PIB5LAK0120,8.07,7.97,1.63,1.63,-2.35,-1.44,3.25,3.25,0.98,0.41,0.78,1.78
2022/9/16 14:36,PIB5LAK,,PIB5LAK0320,7.76,6.77,-0.74,-1.28,-2.01,1.24,3.49,4.59,1.14,0.35,0.55,1.09
,,,PIB5LAK0520,7.57,6.86,-2,-3.15,-3.86,0.8,3.49,4.51,1.44,0.14,0.59,0.8
,,,PIB5LAK0720,7.46,9.01,-3.95,-5.46,-6.76,1.27,3.11,3.82,1.4,0.23,0.41,0.56
,,,PIB5LAK0920,7.81,10.65,-5.07,-6.36,-7.95,1.14,1.94,2.02,1.73,0.31,0.34,0.36
,,,PIB5LAK1108,8.01,12.8,-4.25,-5.75,-7.38,2.83,3.31,3.31,1.88,0.33,0.66,-0.12
WSAWB20,UMC-QC-59K,022*27.6*TM860 * A-526*Wire-02*0048*22091501,PIFX7AN0120,9.86,6.97,1.51,2.48,2.48,-0.95,2.66,3.09,0.95,0.95,0.68,-0.67
2022/9/15 23:19,PIFX7AN,,PIFX7AN0320,9.28,7.9,-1.01,1.61,1.9,1.15,3.97,4.45,0.91,0.91,0.44,-1.21
,,,PIFX7AN0520,8.47,6.71,-2.14,-2.14,-2.16,3.9,4.09,5.83,0.71,0.71,0.24,-1.59
,,,PIFX7AN0720,8.15,7.05,-2.39,-2.6,-3.45,1.34,2.33,3.45,0.6,0.56,0.41,-1.48
,,,PIFX7AN0920,7.66,7.15,-2.5,-2.5,-3.71,2.25,2.34,2.34,0.68,0.68,0.52,-1.46
,,,PIFX7AN1020,8.85,9.91,-3.86,-3.86,-4.61,4.57,5.38,5.38,0.91,0.91,0.65,-2.5
WSAWB20,DEV-QC-57M,021*26.8*TM860 * A-518*Wire-01*0027*22091402,PEGDJAD0120,9.33,8.07,1.18,-1.45,-1.75,0.84,2.83,3.06,0.82,0.66,0.82,0.46
2022/9/15 08:10,PEGDJAD,,PEGDJAD0220,9.12,7.86,1.27,-1.76,-2.04,1.82,4.34,4.74,0.73,0.47,0.73,0.08
,,,PEGDJAD0420,8.33,7.18,-1.92,-2.77,-3.08,1.58,3.74,4.74,0.8,0.69,0.8,-0.46
,,,PEGDJAD0620,7.54,9.99,-2.66,-3.72,-4.59,5.44,7.32,8.21,0.69,0.59,0.69,-0.44
,,,PEGDJAD0820,8.33,9.78,-4.01,-5.27,-6.25,1.59,2.27,2.54,0.63,0.63,0.45,-0.76
,,,PEGDJAD1020,10.23,10.81,-3.07,-3.39,-3.88,5.31,5.56,5.56,0.85,0.57,0.85,-1.83
WSAWB20,DEV-QC-PQH,020*28.9*TM860 * A-510*Wire-03*0103*22091402,PHEBBAG0120,9.2,8.94,1.39,1.39,1.39,-0.74,3.28,3.38,0.88,0.88,0.72,-0.43
2022/9/14 17:16,PHEBBAG,,PHEBBAG0320,8.2,8.71,0.99,1.46,-2.38,1.85,4.18,4.66,0.69,0.65,0.32,-0.55
,,,PHEBBAG0520,8.04,9.99,-1.92,-2.62,-2.62,3.3,6.31,6.85,0.88,0.88,0.33,-1.29
,,,PHEBBAG0720,7.56,10.95,-2.35,-4.27,-4.27,2.43,5.28,5.63,0.77,0.77,0.37,-1.35
,,,PHEBBAG0920,7.29,10.56,-4.24,-5.12,-5.68,1.59,4.09,4.09,0.7,0.69,0.7,-1.45
,,,PHEBBAG1108,7.39,10.14,-4.06,-4.71,-6.36,4.36,5.05,5.05,0.97,0.47,0.97,-1.47
WSAWB20,DEV-QC-PQH,019*29.5*TM860 * A-502*Wire-02*0005*22091302,PHEBBAA0120,8.21,9.73,1.95,3.65,3.7,-1.33,3.2,3.35,0.79,0.66,0.79,0.49
2022/9/14 02:32,PHEBBAA,,PHEBBAA0320,8.47,7.74,1.49,2.98,3.34,1.61,3.31,3.77,0.74,0.74,0.51,0.12
,,,PHEBBAA0520,9.26,8.39,-1.86,2.84,3,2.79,4.27,5.28,0.69,0.69,0.44,-0.41
,,,PHEBBAA0720,7.9,8.53,-2.14,2.24,2.24,1.5,4.67,5.47,0.75,0.75,0.65,-0.31
,,,PHEBBAA0920,7.4,8.43,-2.62,-2.62,-3.46,2.96,3.8,3.81,0.68,0.54,0.68,-0.3
,,,PHEBBAA1120,8.09,10.82,-2.52,-2.52,-2.52,8.08,8.33,8.33,1.39,0.53,1.39,-0.52
WSAWB20,UMS-QC-09F,018*30*TM860 * A-489*Wire-01*0033*22091202,PHH7XAH0120,8.59,8.39,-0.91,1.34,1.66,-1.27,3.55,3.82,0.83,0.83,0.66,-1.78
2022/9/13 12:08,PHH7XAH,,PHH7XAH0320,8.26,7.36,-1.38,-1.7,1.94,1.73,3.72,4.82,0.78,0.76,0.49,-1.84
,,,PHH7XAH0520,8.24,7.56,-1.73,-2.4,-2.4,1.65,4.78,6.13,0.89,0.85,0.86,-2.41
,,,PHH7XAH0720,7.3,10.37,-3.4,-4.7,-4.7,1.3,3.69,4.42,0.84,0.79,0.64,-2.56
,,,PHH7XAH0920,7.13,9.44,-3.87,-4.72,-4.72,0.66,1.42,1.72,0.83,0.79,0.39,-2.15
,,,PHH7XAH1120,7.02,9.25,-1.93,-2.55,-2.55,4.88,5.4,5.4,0.88,0.59,0.88,-2.99
WSAWB20,DEV-QC-56P,017*26.3*TM860 * A-479*Wire-03*0021*22091202,PEICNAD0120,9.45,8.14,0.68,-1.21,-1.63,1.52,2.54,2.9,0.56,0.56,0.36,0.89
2022/9/12 20:29,PEICNAD,,PEICNAD0220,9.19,8.42,0.93,1.24,-2.48,2.06,3.2,3.86,0.43,0.43,0.24,0.13
,,,PEICNAD0420,8.82,8.68,-0.98,-1.95,-2.6,1.51,3.14,4.09,0.51,0.38,0.42,0.03
,,,PEICNAD0620,9.02,9.13,-3.13,-4.03,-5.56,2.26,3.71,4.61,0.38,0.28,0.29,-0.34
,,,PEICNAD0820,9.47,9.96,-3.25,-4.65,-5.63,2.37,2.37,2.37,0.51,0.36,0.28,-0.46
,,,PEICNAD1008,9.66,11.24,-3.51,-4.74,-6.04,3.71,3.78,3.78,0.8,0.51,0.8,-1.07
WSAWB20,DEV-QC-56P,016*26.3*TM860 *Mix-468*Wire-02*0034*22091102,PEICNAA0120,9.03,4.74,-1.71,-2.21,-3.05,0.91,3.02,3.02,0.62,0.36,0.62,0.22
2022/9/12 05:28,PEICNAA,,PEICNAA0220,8.92,5.52,-2.06,-2.47,-3.32,1.08,2.87,2.87,0.63,0.36,0.42,-0.51
,,,PEICNAA0420,8.65,5.66,-3.39,-4.5,-6.15,3.38,4.68,5.21,0.6,0.47,0.39,-0.61
,,,PEICNAA0620,8.92,7.76,-4.74,-6,-8.04,1.83,3.9,4.1,0.62,0.55,0.52,-1.46
,,,PEICNAA0820,8.91,8.51,-4.96,-6.53,-8.31,1.9,2.13,2.13,0.57,0.49,0.24,-1.15
,,,PEICNAA1008,9.45,10.03,-3.72,-5.76,-6.15,3.57,3.69,3.69,0.69,0.3,0.66,-1.73
WSAWB20,UMC-QC-L2B,015*29.1*TM860 * A-458*Wire-01*0201*22091101,PIB5NAK0120,9.93,7.56,1.77,2.88,2.88,1.45,3.1,3.1,0.53,0.53,0.51,-0.29
2022/9/11 14:21,PIB5NAK,,PIB5NAK0320,9.5,7.7,1.09,1.81,1.81,-0.74,1.25,1.37,0.41,0.37,0.18,-0.67
,,,PIB5NAK0520,9.44,7.06,1.09,1.37,-1.58,0.88,1.91,1.91,0.47,0.47,0.21,-1.07
,,,PIB5NAK0720,9.25,8.32,-2.07,-2.07,-3.05,1.94,2.29,2.29,0.42,0.35,0.29,-1.59
,,,PIB5NAK0920,9.75,7.73,-2.31,-2.43,-3.28,1.67,-1.87,-2.89,0.49,0.31,0.49,-1.43
,,,PIB5NAK1108,10.24,8.92,-1.42,-1.42,-2.03,2.37,2.87,-3.46,1,0.55,1,-2.21
WSAWB20,TSM-QX-S4F,014*32.6*TM860 * A-446*Wire-03*0007*22091001,PHF8GAK0120,10.26,8.54,1.32,2.49,-3.04,-0.96,1.25,1.55,0.58,0.64,0.55,-1.93
2022/9/11 00:03,PHF8GAK,,PHF8GAK0320,10.11,8.34,1.16,2.04,-2.61,2.18,2.18,2.65,0.61,0.61,0.24,-2.31
,,,PHF8GAK0520,10.27,7.8,1.3,1.85,-2.13,1.98,2.8,3.17,0.6,0.6,0.47,-2.59
,,,PHF8GAK0820,10.27,10.24,-2.4,-2.92,-4.69,1.43,1.43,1.43,0.53,0.42,0.31,-3.25
,,,PHF8GAK1020,11.27,10.88,-2.13,-2.49,-3.93,2.31,2.31,-3.49,0.54,0.52,0.54,-2.86
,,,PHF8GAK1220,12.43,12.8,0.84,2.92,2.92,5.45,5.67,5.67,0.76,0.66,0.76,-4.65
WSAWB20,TSM-QX-S4F,013*34.3*TM860 * A-437*Wire-02*0114*22090902,PHF8GAH0120,11.27,9.13,-1.52,-1.59,-3.53,-0.67,-0.67,-0.99,0.73,0.43,0.51,0.71
2022/9/10 08:59,PHF8GAH,,PHF8GAH0320,11.49,8.28,-1.44,-2.08,-3.52,1.13,-1.26,-1.36,0.67,0.28,0.39,0.14
,,,PHF8GAH0620,11.76,8.19,-1.81,-2.99,-3.79,1.26,1.26,1.26,0.68,0.25,0.54,-0.21
,,,PHF8GAH0820,12.03,11.46,-3.6,-4.84,-6.67,1.69,1.69,1.69,0.66,0.32,0.5,-0.92
,,,PHF8GAH1120,12.85,11.68,-3.7,-4.72,-6.71,3.47,3.47,3.47,0.67,0.42,0.59,-0.7
,,,PHF8GAH1308,13.88,10.54,-1.64,1.78,-2,6.27,7.16,7.16,0.95,0.42,0.96,-2.46
WSAWB20,TSM-QX-S4F,012*32.1*TM860 * A-425*Wire-01*0011*22090902,PHD37AK0120,10.84,8.62,-1.59,-1.89,-2.72,-1.06,-1.36,1.59,0.5,0.21,0.31,-0.66
2022/9/9 17:24,PHD37AK,,PHD37AK0320,9.9,9.13,-1.61,-2.24,-3.18,1.33,1.51,1.51,0.56,0.26,0.28,-1.1
,,,PHD37AK0520,10.66,8.17,-2.07,-3.01,-3.69,1.9,1.9,1.99,0.53,0.22,0.29,-1.36
,,,PHD37AK0820,10.94,11.46,-3.64,-5.2,-6.15,1.3,1.3,1.3,0.67,0.31,0.33,-1.76
,,,PHD37AK1020,11.06,11.34,-2.78,-4.43,-5.64,2.32,2.34,2.34,0.88,0.39,0.64,-1.84
,,,PHD37AK1208,11.99,11.35,-2.26,-2.79,-4.06,5.29,5.48,5.48,0.82,0.34,0.81,-2.69
WSAWB20,GIE-QX-09L,011*34.8*TM860 * A-413*Wire-03*0118*22090801,PHA19AE0120,10.69,8.5,3.88,3.93,4.14,-0.75,-0.82,2.01,0.57,0.57,0.56,0.89
2022/9/9 02:35,PHA19AE,,PHA19AE0320,10.48,7.04,3.46,3.72,4.11,0.96,1.2,2.67,0.5,0.5,0.35,0.78
,,,PHA19AE0620,10.85,5.95,1.8,1.83,2.51,1.07,1.56,2.6,0.42,0.34,0.38,0.41
,,,PHA19AE0820,11.08,7.45,-1.42,-1.42,-2.23,2.23,2.23,2.96,0.58,0.21,0.46,0.17
,,,PHA19AE1120,11.54,7.17,-1.65,-1.65,-2.46,3.41,3.54,3.54,0.71,0.41,0.71,0.22
,,,PHA19AE1308,13.07,6.57,1.37,1.58,2.38,5.92,6.9,6.9,1.07,0.25,1.07,-0.86
WSAWB20,IMC-QX-15P,010*32*TM860 * A-403*Wire-02*0043*22090702,PDFFDAI0120,9.27,6.67,1.18,1.6,1.66,-0.87,-1.37,1.7,0.45,0.27,0.35,-0.24
2022/9/8 11:39,PDFFDAI,,PDFFDAI0320,9.78,6.08,1.09,2.06,2.37,0.61,-1.24,1.53,0.39,0.32,0.31,-0.59
,,,PDFFDAI0520,10.46,8.05,-0.89,1.56,1.94,1.87,1.87,2.43,0.35,0.21,0.35,-0.41
,,,PDFFDAI0820,10.59,6.29,-2.51,-3.37,-3.9,1.49,1.49,1.53,0.45,0.45,0.43,-1.61
,,,PDFFDAI1020,11.34,6.72,-2.31,-3.51,-4.15,2.37,2.37,-2.39,0.69,0.55,0.55,-1.34
,,,PDFFDAI1201,11.86,6.39,-1.83,-2.37,-2.64,2.98,2.98,2.98,0.5,0.44,0.47,-1.47
WSAWB20,TSM-QX-20K,008*28.1*TM860 * A-381*Wire-03*0093*22090602,PJG1RAK0120,9.7,5.52,1.66,2.85,2.85,1.07,2.65,2.85,0.99,0.51,0.99,0.05
2022/9/7 05:27,PJG1RAK,,PJG1RAK0320,9.97,6.27,1.6,2.84,2.84,2.56,3.21,3.49,0.59,0.59,0.52,0.08
,,,PJG1RAK0520,9.95,6.49,-1.06,1.9,-2.09,2.48,3.5,3.89,0.64,0.41,0.64,-1.03
,,,PJG1RAK0720,10.14,8.92,-1.61,-1.61,-2.8,2.61,2.61,3.16,0.44,0.44,0.36,-1.54
,,,PJG1RAK0920,10.61,8.97,-1.27,-1.72,-2.92,2.27,2.74,2.74,0.73,0.58,0.73,-0.91
,,,PJG1RAK1101,10.83,9.38,-0.88,-1.11,-1.92,5.8,6.08,6.08,1.04,0.61,1.04,-2.19
WSAWB20,TSM-QX-20K,009*28.1*TM860 * A-393*Wire-01*0108*22090702,PHIYGAK0120,9.19,8.97,1.63,1.66,2.09,-0.97,1.72,2.01,0.67,0.31,0.66,0.12
2022/9/7 20:33,PHIYGAK,,PHIYGAK0320,10.15,8.36,0.63,0.91,1.38,1.69,2.35,3.05,0.63,0.34,0.4,-0.68
,,,PHIYGAK0520,9.59,9.69,-1,-1.73,-1.98,1.47,1.86,2.8,0.63,0.43,0.52,-1.18
,,,PHIYGAK0720,10.13,11.91,-1.65,-3.36,-3.51,1.07,1.9,2.09,0.6,0.45,0.38,-1.62
,,,PHIYGAK0920,10.45,12,-1.51,-2.56,-3.2,2.07,3.19,3.19,0.73,0.53,0.73,-1.69
,,,PHIYGAK1101,10.71,11.9,-1,-1.9,-2.12,2.89,3.93,3.93,0.77,0.43,0.69,-2.7
WSAWB20,TSM-QY-01B,007*26.5*TM860 *New (P1) -420*Wire-02*0018*22090502,PAJFKAI0120,11.57,4.38,1.85,2.59,2.71,1.65,2.81,2.93,0.48,0.26,0.48,0.67
2022/9/6 14:53,PAJFKAI,,PAJFKAI0220,11.39,4.66,2.2,2.2,3.08,1.92,2.41,3.54,0.6,0.22,0.6,0.25
,,,PAJFKAI0420,11.78,5.77,1.07,1.69,1.69,2.02,3.41,4.02,0.52,0.29,0.49,-0.17
,,,PAJFKAI0620,11.78,7.41,0.93,1.35,1.35,2.08,2.87,3.72,0.59,0.23,0.59,-1.16
,,,PAJFKAI0820,11.2,8.87,1.7,1.7,2.02,3.6,3.6,3.66,0.47,0.29,0.5,-1.39
,,,PAJFKAI1008,12.97,9.22,0.89,1.54,1.54,3.49,3.74,3.74,0.48,0.24,0.59,-2.07
WSAWB20,GFF-QY-12E,006*30.5*TM860 *New (P1) -407*Wire-01*0041*22090502,PAC6CAG0120,12.3,7.66,2.12,-2.77,-3.18,-1.32,-1.32,1.42,0.68,0.43,0.45,-0.52
2022/9/6 00:53,PAC6CAG,,PAC6CAG0320,12.41,8.2,1.95,-2.33,-3.86,-1.07,-1.12,1.32,0.74,0.52,0.49,-1.26
,,,PAC6CAG0520,12.82,8.27,2.44,-2.7,-2.75,0.57,1.25,1.95,0.74,0.41,0.35,-1.95
,,,PAC6CAG0820,13.13,11.74,1.85,-3.04,-3.69,-0.71,0.85,1.16,0.81,0.43,0.39,-3.3
,,,PAC6CAG1020,13.67,10.57,1.78,-2.68,-3.09,1.39,1.39,1.39,0.73,0.31,0.39,-2.94
,,,PAC6CAG1208,15.09,11.86,1.39,-2.25,-2.64,2.99,3.63,3.68,0.73,0.31,0.5,-3.92
