WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Bow,Wav ind,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Entry wav,Exit wav
,,,PJF0GAA0920,10.27,6.68,-1.7,0.52,-0.78,1.24,1.24,3.12,4.82,5.16,0.37,0.52
,,,PJF0GAA1101,10.87,8.17,-2.02,0.63,-0.78,0.78,0.78,3.22,5.32,5.32,0.37,0.63
WSAWB20,TSM-QX-S4E,023*31.2*TM860 *New (P1) -245*Wire-01*0104*22033101,PID7HAK0120,9.88,6.22,0.28,1,-1.12,1.49,1.49,-0.79,0.89,1.04,0.1,0.11
2022/4/1 04:55,PID7HAK,,PID7HAK0320,10.75,4.96,-0.22,0.62,-1.2,-1.2,-1.2,0.57,0.77,0.77,0.13,0.18
,,,PID7HAK0520,10.29,4.83,-0.36,0.36,1.12,1.29,1.79,0.63,1,1,0.14,0.15
,,,PID7HAK0820,11.08,6.53,-0.99,0.55,-0.94,1,1.19,0.39,-0.46,-0.67,0.21,0.16
,,,PID7HAK1020,9.59,6.04,-0.9,0.78,1.25,2.04,2.06,0.41,0.55,-1.02,0.18,0.2
,,,PID7HAK1208,11.73,8.79,-2.3,1.07,-0.98,-1.11,-1.32,0.57,-0.7,-0.93,0.18,0.11
WSAWB20,TSN-QX-GMF,025*32.7*TM860 *New (P1) -255*Wire-02*0036*22040102,PHIWRAH0120,11.01,8.06,0.42,0.9,3.11,3.56,3.56,1.18,1.48,1.97,0.76,0.76
2022/4/1 20:43,PHIWRAH,,PHIWRAH0320,10.27,7.31,-0.64,1.6,3.17,3.72,3.83,1.7,1.7,1.83,0.68,0.41
,,,PHIWRAH0520,10.49,5.93,-0.01,1.31,2.2,2.39,2.39,1.72,1.97,2.39,0.6,0.32
,,,PHIWRAH0820,10.14,7.02,-0.79,1.52,-0.6,-0.97,-1.43,1.87,1.87,2.33,0.65,0.3
,,,PHIWRAH1020,16.09,8.15,-0.7,2.23,-1.23,-1.74,-2.34,2.71,3.5,3.78,0.56,0.38
,,,PHIWRAH1220,10.96,9.96,-2.1,1.26,-1.66,-1.74,-2.16,4.09,6.68,6.98,0.68,0.93
WSAWB20,TSM-QX-S4E,022*27.4*TM860 *New (P1) -232*Wire-03*0102*22033002,PGJWFAH0120,9.76,5.52,0.74,0.83,2.92,4.42,4.61,2.56,4.53,5.49,0.28,0.83
2022/3/31 14:23,PGJWFAH,,PGJWFAH0220,9.63,4.74,0.35,0.56,2.97,3.86,4.31,2.15,3.99,4.05,0.25,0.52
,,,PGJWFAH0420,9.72,6.01,0.09,0.43,2.52,3.37,3.43,2.4,3.82,4.41,0.25,0.34
,,,PGJWFAH0620,9.48,5.66,-0.72,0.48,0.81,1.21,1.21,2.56,3.51,3.92,0.22,0.26
,,,PGJWFAH0820,9.56,5.4,-0.76,0.56,-1.14,-1.3,-2.06,1.88,3.39,4,0.11,0.53
,,,PGJWFAH1008,9.66,6.8,-1.46,0.59,-1.32,-2.03,-2.73,1.11,3.73,3.73,0.19,0.59
WSAWB20,TSM-QX-S4E,021*33.1*TM860 *New (P1) -221*Wire-02*0075*22033001,PJB75AD0120,10.36,6.23,-0.81,0.63,2.04,3.36,3.36,-0.99,1.8,1.87,0.54,0.6
2022/3/30 22:56,PJB75AD,,PJB75AD0320,10.54,6.39,-1.21,0.49,2,3.69,3.69,2.09,2.23,2.23,0.49,0.39
,,,PJB75AD0520,10.31,6.16,-1.55,0.47,1.5,3.05,3.05,2.61,2.61,2.71,0.47,0.53
,,,PJB75AD0820,10.45,7.92,-2.05,0.39,-1.22,-1.55,-2.73,1.3,2.03,2.03,0.22,0.19
,,,PJB75AD1020,10.91,8,-2.36,0.51,-2.02,-2.56,-2.83,2.73,3.33,3.33,0.27,0.47
,,,PJB75AD1220,10.2,10.05,-3.5,1.09,-1.69,-2.5,-2.5,5.64,7.67,7.67,0.47,1.09
WSAWB20,TSM-QX-S4E,021*33.3*TM860 *New (P1) -209*Wire-01*0093*22032903,PIE7HAK0120,11.07,10.97,-1.7,0.99,-1,-2.26,-4,-1.2,3.67,4.6,0.67,0.99
2022/3/30 08:30,PIE7HAK,,PIE7HAK0320,10.87,10.8,-1.94,0.88,1.31,-2.25,-3.08,1.61,1.61,2.25,0.79,0.28
,,,PIE7HAK0620,10.56,12.04,-2.12,0.8,-1.27,-2.69,-4.26,3.15,3.15,3.15,0.64,0.45
,,,PIE7HAK0820,10.4,14.09,-2.7,0.6,-3.23,-4.46,-7.07,2.31,2.43,2.43,0.5,0.39
,,,PIE7HAK1120,10.14,14.11,-3.5,0.78,-4.19,-5.76,-7.3,2.25,3.74,3.77,0.6,0.7
,,,PIE7HAK1301,10.31,16.3,-4.4,1.01,-2.7,-4.5,-5.07,7.81,9.1,9.1,0.73,1.01
WSAWB20,TSM-QC-H4M,019*30.5*TM860 *New (P1) -192*Wire-02*0113*22032802,PEGAXAA0120,11.05,8,0.02,0.84,2.57,2.91,2.91,-1.37,3.49,4.67,0.34,0.84
2022/3/29 02:03,PEGAXAA,,PEGAXAA0320,12.1,8.24,-0.62,1.01,2.32,2.42,2.42,1.32,1.32,2.34,0.38,0.36
,,,PEGAXAA0520,12.48,7.09,0.31,0.69,1.8,1.8,1.8,2.8,2.8,2.8,0.34,0.31
,,,PEGAXAA0820,13.44,11.53,1.72,0.96,-0.82,-2.47,-3.75,2.09,2.09,2.2,0.23,0.37
,,,PEGAXAA1020,12.47,11.16,-0.15,1.05,-2.34,-3.78,-4.81,2.73,3.45,3.94,0.3,0.5
,,,PEGAXAA1201,13.79,13.61,-1.28,1.1,-2.27,-3.43,-4.56,8.01,9.67,9.67,0.44,1.1
WSAWB20,TSM-QC-L8H,018*28.8*TM860 *New (P1) -181*Wire-01*0012*22032702,PHD9KAB0120,11.53,7.28,0.97,1.21,4.03,4.57,5.9,-1.56,5.21,5.46,0.41,1.21
2022/3/28 10:51,PHD9KAB,,PHD9KAB0320,12.03,6.13,0.42,0.89,3.37,4.96,5.56,1.35,2.14,2.81,0.48,0.39
,,,PHD9KAB0520,11.51,7.35,1,0.64,3.61,4.93,5.14,1.13,1.13,1.13,0.57,0.26
,,,PHD9KAB0720,14.01,9.37,1.59,1.08,1.89,1.89,1.89,1.41,1.41,1.49,0.48,0.35
,,,PHD9KAB0920,15.14,8.2,1.15,1.09,1.43,-1.77,-2.28,1.58,2.84,3.02,0.74,0.5
,,,PHD9KAB1108,14.03,7.73,0.12,0.86,1.1,-1.53,-1.73,3.08,5.01,5.01,0.62,0.63
WSAWB20,INL-QA-SAH,017*30.5*TM860 * A-167*Wire-03*0036*22032702,PIFU0AJ0120,10.79,7.05,0.72,1.13,4.21,5.83,5.9,-0.87,2.8,3.74,0.37,1.13
2022/3/27 20:01,PIFU0AJ,,PIFU0AJ0220,9.45,6.75,0.61,0.68,4.02,5.5,5.82,0.95,1.73,2.75,0.36,0.68
,,,PIFU0AJ0320,10.33,6.63,0.29,0.55,3.74,5.49,5.66,1.59,2,3.34,0.39,0.55
,,,PIFU0AJ0420,9.5,6.73,0.36,0.55,3.57,5.18,5.5,1.46,1.61,2.16,0.45,0.34
,,,PIFU0AJ0520,9.51,6.59,0.47,0.54,3.26,4.25,4.48,1.32,1.35,1.4,0.47,0.38
,,,PIFU0AJ0620,9.03,6.46,-0.15,0.5,2.64,3.36,3.51,1.62,1.69,2.35,0.4,0.39
,,,PIFU0AJ0720,9.18,6.84,-0.08,0.59,2.01,2.19,2.46,1.29,1.29,1.64,0.45,0.44
,,,PIFU0AJ0820,9.35,7.58,-0.73,0.55,1.3,1.58,1.82,1.48,1.48,1.98,0.27,0.52
,,,PIFU0AJ0920,8.41,7.15,-0.64,0.57,1.13,1.13,1.2,1.63,1.63,1.66,0.29,0.56
,,,PIFU0AJ1020,8.44,7.24,-0.54,0.76,1.08,1.08,-1.1,1.36,1.95,2.23,0.3,0.76
,,,PIFU0AJ1120,8.45,8.08,-1.19,1.13,0.86,1.05,1.08,4.19,6.14,6.36,0.25,1.13
,,,PIFU0AJ1201,8.56,9.08,-1.82,1.16,1.33,1.95,2.2,6.4,8.19,8.24,0.26,1.16
WSAWB20,TSM-QC-L8H,016*28.8*TM860 *New (P1) -152*Wire-02*0011*22032601,PIC2UAA0120,10.2,6.85,-0.69,1.23,4.96,6.13,6.13,1.55,5.25,5.25,0.62,1.23
2022/3/27 04:59,PIC2UAA,,PIC2UAA0320,9.58,6.7,-0.9,0.61,4.34,5.71,5.72,1.67,3.37,3.37,0.61,0.38
,,,PIC2UAA0520,9.7,6.23,-1.3,0.6,4.39,5.53,5.53,2.99,3.76,3.76,0.6,0.47
,,,PIC2UAA0720,8.83,7.02,-1.6,0.47,2.83,3.28,3.28,1.98,3.34,3.34,0.48,0.3
,,,PIC2UAA0920,7.97,7.69,-2.07,0.55,1.95,2.63,2.63,2.73,3.86,3.86,0.46,0.48
,,,PIC2UAA1108,8.28,9.2,-2.58,0.59,1.77,2.39,2.39,5.68,7.25,7.25,0.36,0.7
WSAWB20,TSM-QC-L8H,015*28.2*TM860 *New (P1) -137*Wire-01*0066*22032502,PJF0MAB0120,9.7,7.4,0.82,1.14,-0.65,-1.8,-1.8,1.31,-1.54,-3.63,0.25,0.76
2022/3/26 14:14,PJF0MAB,,PJF0MAB0320,9.01,7.76,0.25,0.53,-1.27,-2.08,-2.85,-0.73,-0.95,-3.08,0.24,0.41
,,,PJF0MAB0520,8.52,8.08,0.19,0.52,-1.33,-2.97,-3.12,-0.53,-0.83,-1.75,0.24,0.31
,,,PJF0MAB0720,8.82,8.78,-1.13,0.5,-0.82,-2.57,-2.66,-0.44,-1.1,-2.13,0.21,0.44
,,,PJF0MAB0920,7.87,7.89,-1.14,0.8,-1.24,-1.86,-1.86,0.8,-1.63,-3.19,0.21,0.47
,,,PJF0MAB1101,8.23,10.33,-2.15,0.89,-1.07,-1.6,-2.05,1.29,-1.4,-3.05,0.11,0.36
WSAWB20,TSM-QC-L8H,013*28.9*TM860 *New (P1) -111*Wire-02*0109*22032403,PJF0JAB0120,9.51,7.19,-0.78,0.94,1.84,3.13,3.13,0.59,2.26,2.43,0.49,0.94
2022/3/25 08:02,PJF0JAB,,PJF0JAB0320,10.03,5.58,-1.58,0.58,2.27,2.27,2.93,1.33,1.37,1.37,0.37,0.58
,,,PJF0JAB0520,10.16,5.89,-1.56,0.49,1.55,1.69,-1.72,1.37,1.37,1.37,0.4,0.38
,,,PJF0JAB0720,9.92,6.77,-2.42,0.35,-1.1,-2.05,-2.18,1.36,1.36,-1.47,0.25,0.32
,,,PJF0JAB0920,10.12,7.45,-2.41,0.68,-1.55,-3.03,-3.17,3.2,3.2,3.2,0.29,0.68
,,,PJF0JAB1108,10.55,7.83,-2.76,0.63,-1.12,-2.02,-2.3,2.68,3.16,3.16,0.38,0.63
WSAWB20,TSM-QC-L8H,014*30.7*TM860 *New (P1) -123*Wire-03*0104*22032502,PHIWGAA0120,10.78,8.12,-1,0.74,2.64,4.13,4.13,-0.79,1,1.79,0.58,0.5
2022/3/25 23:17,PHIWGAA,,PHIWGAA0320,11,8.7,-1.37,0.65,2.21,3.19,3.19,1.85,1.85,1.85,0.3,0.52
,,,PHIWGAA0520,11.51,7.83,-1.8,0.62,2.23,3.33,3.33,1.84,1.88,1.88,0.55,0.48
,,,PHIWGAA0820,11.09,9.49,-2.68,0.68,-0.94,-1.36,-2.39,2.84,2.84,3.02,0.36,0.31
,,,PHIWGAA1020,11.1,9.33,-3.06,0.67,-1.99,-2.92,-3.19,2.63,3.02,3.35,0.32,0.42
,,,PHIWGAA1201,11.27,10.22,-3.3,0.68,1.6,-2.25,-3.09,4.24,5.27,5.27,0.36,0.65
WSAWB20,TSM-QC-L8H,012*28.8*TM860 *New (P1) -100*Wire-01*0075*22032302,PJC3KAB0120,9.84,5.3,-1.11,0.76,1.25,-1.34,-1.37,1.61,1.61,1.75,0.23,0.76
2022/3/24 16:58,PJC3KAB,,PJC3KAB0220,10.22,5.75,-1.32,0.61,-1.27,-1.96,-2.05,0.66,-0.69,-0.69,0.25,0.29
,,,PJC3KAB0420,10.02,5.72,-1.45,0.59,1.33,-2.29,-2.33,2.11,2.11,2.11,0.28,0.35
,,,PJC3KAB0620,10.09,8.35,-2.34,0.61,-2.46,-3.74,-4.02,1.24,1.24,-1.63,0.49,0.37
,,,PJC3KAB0820,9.64,8.89,-2.53,0.51,-2.34,-3.67,-3.67,1.78,1.78,1.78,0.53,0.39
,,,PJC3KAB1020,10.17,9.49,-2.75,0.49,-2.45,-3.92,-3.92,-0.86,-1.5,-2.51,0.59,0.3
WSAWB20,INL-QA-SAH,011*30.2*TM860 *New (P1) -086*Wire-03*0022*22032302,PIFU0AD0120,12.13,8.14,1.49,0.81,2.47,3.94,3.94,-1.55,1.6,1.81,0.59,0.81
2022/3/24 01:56,PIFU0AD,,PIFU0AD0220,10.7,7.1,0.73,0.58,2.26,3.4,3.46,0.74,0.84,1.49,0.58,0.39
,,,PIFU0AD0320,11.2,7.68,-0.33,0.51,1.98,2.77,2.77,0.91,0.91,1.27,0.48,0.19
,,,PIFU0AD0420,11.03,7.28,0.66,0.6,2.23,3.26,3.39,1.15,1.15,1.84,0.6,0.19
,,,PIFU0AD0520,10.83,7.16,-0.39,0.65,1.88,2.69,2.69,0.91,-1.21,-1.23,0.65,0.31
,,,PIFU0AD0620,10.98,7.56,-0.09,0.53,1.23,1.23,1.23,1.68,1.68,2.08,0.17,0.19
,,,PIFU0AD0720,11.26,7.79,-1.16,0.48,0.64,-1.02,-1.73,1.53,1.59,2.32,0.12,0.17
,,,PIFU0AD0820,11.64,8.41,-1.63,0.46,0.47,-0.86,-1.78,1.1,1.1,1.31,0.16,0.18
,,,PIFU0AD0920,12.27,8.39,-0.9,0.44,-0.79,-1.13,-1.82,1.45,1.45,1.45,0.26,0.24
,,,PIFU0AD1020,11.62,8.75,-0.98,0.4,-0.75,-1.32,-2.05,2.05,2.49,2.49,0.25,0.4
,,,PIFU0AD1120,11.83,9.51,-1.35,0.59,-0.78,-1.41,-2.87,4.19,5.75,5.75,0.34,0.59
,,,PIFU0AD1201,12.52,10.28,-2.82,0.76,-0.9,1.13,-1.18,5.37,6.7,6.7,0.29,0.76
WSAWB20,TSM-QC-L8H,010*30.7*TM860 *New (P1) -073*Wire-02*0117*22032202,PIC2RAA0120,10.17,7.94,-0.84,1.2,2.43,2.53,2.53,-1.05,2.24,2.65,0.23,1.2
2022/3/23 11:10,PIC2RAA,,PIC2RAA0320,10.38,7.61,-1.86,0.72,2.32,2.65,2.65,0.68,0.94,1.34,0.38,0.63
,,,PIC2RAA0520,11.15,8.19,-1.78,0.61,2.69,2.69,2.69,2.15,2.15,2.15,0.4,0.48
,,,PIC2RAA0820,10.73,9.22,-2.37,0.58,-1.38,-1.6,-2.09,1.61,1.61,1.61,0.22,0.37
,,,PIC2RAA1020,11.49,9.02,-2.55,0.72,-0.88,-2.11,-3.1,2.21,2.21,2.21,0.4,0.66
,,,PIC2RAA1201,10.91,10.4,-3.32,0.91,1.35,-1.75,-2.12,5.01,6.08,6.08,0.42,0.91
WSAWB20,DEV-QC-57M,008*30.5*TM860 * A-952*Wire-03*0119*22032101,PHD9QAD0120,7.35,7.61,1.45,1.44,4.25,4.25,4.3,-2.45,2.73,3.79,0.86,1.44
2022/3/22 05:29,PHD9QAD,,PHD9QAD0320,6.8,6.01,1.14,0.91,4.06,4.11,4.3,-1.2,1.52,2.14,0.78,0.5
,,,PHD9QAD0520,6.79,5.97,0.81,0.78,4.49,4.6,4.6,1.54,2.15,2.15,0.59,0.38
,,,PHD9QAD0820,6.42,6.18,0.82,0.88,2.65,2.74,2.78,2.38,3.68,4.78,0.83,0.54
,,,PHD9QAD1020,5.82,8.15,0.31,0.97,1.88,1.88,2.13,4.01,6.43,6.96,0.78,0.97
,,,PHD9QAD1201,5.68,12.64,0.38,1.22,2.39,2.58,2.68,11.83,15.34,15.34,0.8,1.22
WSAWB20,TSM-QC-E9K,007*31.4*TM860 * A-944*Wire-02*0104*22032003,PJJDDAH0120,7.76,7.9,0.16,1.33,3.81,3.81,3.81,1.35,3.32,3.41,0.3,1.33
2022/3/21 14:44,PJJDDAH,,PJJDDAH0320,7.28,7.69,-0.12,0.59,3.43,3.43,3.43,1.5,2.31,2.56,0.44,0.57
,,,PJJDDAH0520,7.45,6.75,0.04,0.49,2.43,2.96,2.96,1.55,1.55,1.59,0.36,0.31
,,,PJJDDAH0820,6.81,8.42,-0.25,0.53,1.63,2.16,2.16,2.1,3.32,4.39,0.29,0.53
,,,PJJDDAH1020,6.34,8.89,-0.61,0.81,1.36,1.74,2.1,3.22,6.6,7.58,0.2,0.81
,,,PJJDDAH1208,6.37,11.22,-1.39,1.07,1.58,1.74,2.3,9.21,11.75,11.75,0.23,1.07
WSAWB20,UMC-QC-59K,006*30.8*TM860 *New (P1) -018*Wire-01*0024*22032002,PFG7FAH0120,9.16,9.47,-1.08,1.16,2.42,2.42,-2.62,1.81,2.45,2.92,0.87,0.7
2022/3/20 23:22,PFG7FAH,,PFG7FAH0320,9.1,8.54,-1.42,1.21,2,-2.32,-2.32,1.73,1.73,2.1,0.97,0.3
,,,PFG7FAH0520,8.4,8.1,-1.47,1.12,1.98,1.98,1.98,2.68,2.68,2.68,0.93,0.42
,,,PFG7FAH0820,7.91,9.12,-2.49,1.18,-1.49,-1.81,-1.81,1.66,1.81,2.59,1.08,0.3
,,,PFG7FAH1020,7.43,8.84,-2.34,1.34,-1.1,-1.32,-1.32,2.12,3.78,4.47,1.21,0.2
,,,PFG7FAH1208,7.23,10.54,-1.76,1.39,0.53,0.74,1.56,5.79,6.71,6.71,1.31,0.67
WSAWB20,UMC-QC-59K,005*30.5*TM860 *New (P1) -004*Wire-03*0031*22031901,PEIAEAH0120,8.99,10.03,-0.84,0.85,1.76,1.76,-3.41,1.26,2.66,3.35,0.28,0.82
2022/3/20 07:55,PEIAEAH,,PEIAEAH0320,8.59,8.81,-1.38,0.68,0.9,-1.25,-2.97,2.22,3.09,3.31,0.46,0.36
,,,PEIAEAH0520,8.52,7.4,-1.29,0.73,-1.04,-1.24,-1.71,2.55,2.96,2.96,0.45,0.3
,,,PEIAEAH0820,7.88,9.46,-1.36,0.69,-1.94,-1.96,-3.12,1.46,1.48,1.48,0.48,0.27
,,,PEIAEAH1020,7.59,9.2,-1.32,0.84,-2.4,-2.52,-2.75,1.58,2.73,2.97,0.55,0.55
,,,PEIAEAH1201,7.55,10.59,-1.66,0.76,-2.54,-2.8,-3.35,3.7,4.81,4.81,0.6,0.52
WSAWB20,TSM-QX-S4E,004*34*TM1050 *New (P1) -989*Wire-02*0003*22031803,PJEV0AK0120,9.53,7.49,0.72,0.58,4.8,7.25,7.25,0.58,1.68,2.26,0.49,0.58
2022/3/19 17:16,PJEV0AK,,PJEV0AK0320,9.06,7.74,0.21,0.56,4.44,6.69,7.89,0.7,0.95,1.73,0.46,0.36
,,,PJEV0AK0620,9.19,8.05,-0.55,0.49,4.59,6.38,8.2,1.85,1.85,2.75,0.35,0.32
,,,PJEV0AK0820,8.54,7.82,-0.26,0.44,3.54,6.48,7.59,1.58,1.58,2.12,0.35,0.23
,,,PJEV0AK1120,8.57,7.48,-0.34,0.45,2.38,4.41,6.17,1.77,2.24,2.76,0.33,0.38
,,,PJEV0AK1308,8.43,7.71,-0.87,0.7,3.68,6.14,7.76,3.88,4.38,4.38,0.47,0.7
WSAWB20,TSM-QX-S4E,003*33.3*TM1050 *New (P1) -974*Wire-01*0032*22031802,PID7EAK0120,9.18,10.62,-0.05,0.63,1.61,2.39,2.39,0.41,0.81,-1.47,0.51,0.47
2022/3/18 23:26,PID7EAK,,PID7EAK0320,9.22,8.42,-0.8,0.71,1.05,2.29,2.29,1.44,1.44,1.44,0.5,0.26
,,,PID7EAK0620,9.03,7.69,-0.43,0.76,0.92,2.47,2.47,1.34,1.34,1.34,0.63,0.36
,,,PID7EAK0820,8.84,9.28,-0.98,0.66,-0.73,2.32,2.47,1.46,1.46,1.46,0.63,0.28
,,,PID7EAK1120,8.42,9.32,-1.06,0.66,-2.3,2.91,2.92,2.15,2.54,2.56,0.69,0.43
,,,PID7EAK1301,8.26,9.9,-1.47,0.79,-1.27,2.72,3.25,5.13,5.23,5.23,0.73,0.79
WSAWB20,PSC-QY-69K,002*33.7*TM1050 *New (P1) -960*Wire-03*0029*22031702,PFI8WAD0120,9.75,6.1,0.72,0.72,4.06,4.19,4.19,-1.38,2.02,2.02,0.66,0.65
2022/3/18 05:33,PFI8WAD,,PFI8WAD0320,9.56,5.94,-0.01,0.56,3.44,3.88,4.5,1.29,1.77,1.91,0.5,0.42
,,,PFI8WAD0620,9.37,5.84,-0.76,0.61,3.34,4.21,4.61,2.44,3.13,3.13,0.61,0.61
,,,PFI8WAD0820,8.86,6.38,-0.74,0.63,2.25,2.89,3.08,2.4,3.5,3.5,0.57,0.43
,,,PFI8WAD1120,8.84,6.71,-1.17,0.66,1.9,2.48,3.15,2.27,3.24,3.24,0.62,0.45
,,,PFI8WAD1308,9.26,7.5,-1.34,0.76,2.68,3.02,4.43,4.68,5.79,5.79,0.74,0.76
WSAWB20,GBS-QX-35B,001*35.1*TM1050 *New (P1) -936*Wire-02*0120*22031603,NBJ20AI0120,10.21,11.5,-1.22,0.81,-1.02,-2.43,-4.6,-2.14,-3.71,-3.71,0.27,0.78
2022/3/17 11:59,NBJ20AI,,NBJ20AI0320,10.13,10.35,-1.89,0.86,-0.99,1.14,-2.71,-1.11,-2.49,-2.71,0.23,0.86
,,,NBJ20AI0620,9.77,11.99,-1.71,0.76,0.63,-1.43,-2.47,-0.58,-1.25,-2.04,0.24,0.76
,,,NBJ20AI0820,9.38,11.95,-2.5,0.73,-1.6,-2.15,-3.84,-0.58,-0.97,-1.03,0.4,0.73
,,,NBJ20AI1120,9,13.12,-2.99,1,-0.91,-2.25,-4.12,-0.39,0.92,-1.46,0.29,1
,,,NBJ20AI1320,9.06,14.92,-3.3,0.88,1.39,-2.97,-4.57,2.91,3.53,-3.91,0.37,0.88
WSAWB20,TSM-QC-L8H,047*29.1*TM860 *New (P1) -923*Wire-01*0081*22031502,NJF0CAB0120,10.15,11.26,-0.47,1.73,4.44,6.46,6.75,2.52,7.29,7.48,0.49,1.73
2022/3/16 08:06,NJF0CAB,,NJF0CAB0320,10.09,8.61,-0.62,0.87,4.29,6.09,6.15,2.02,5.35,6.12,0.46,0.87
,,,NJF0CAB0520,12.44,8.28,-0.86,0.63,3.29,5,6.07,1.05,3.49,4.49,0.16,0.52
,,,NJF0CAB0720,13.69,8.24,-0.77,0.83,1.72,2.78,3.39,0.98,2.42,2.59,0.28,0.46
,,,NJF0CAB0920,13.65,9.65,-1.59,0.63,-1.32,1.56,3.17,0.95,2.67,2.71,0.52,0.41
,,,NJF0CAB1108,15.22,8.37,-0.71,1.84,-2.01,-2.01,2.4,0.91,1.83,1.83,0.66,0.53
,,,NJF0CAB1120,15.73,10.77,-2.57,0.77,4.18,4.76,5.31,6.12,7.68,7.68,0.48,0.79
WSAWB20,TSM-QC-F9R,044*24.6*TM860 *New (P1) -882*Wire-01*0081*22031302,NGH7KAA0120,9.39,8.3,0.37,0.82,2.91,4.27,5.31,3,6.52,7.38,0.29,0.82
2022/3/14 11:35,NGH7KAA,,NGH7KAA0220,9.32,8.11,-0.12,0.62,2.82,4.1,4.77,3.16,5.82,7.1,0.18,0.62
,,,NGH7KAA0420,9.96,6.25,-1.1,0.69,1.77,2.55,3.46,1.91,3.12,5.01,0.25,0.55
,,,NGH7KAA0520,10.43,5.64,-0.44,0.6,0.93,1.68,1.93,1.18,2.93,3.54,0.34,0.46
,,,NGH7KAA0720,10.02,5.61,-0.35,0.53,0.62,1.4,2.34,1.53,-1.56,-1.56,0.4,0.45
,,,NGH7KAA0820,10.44,6.1,-1.19,0.6,0.8,1.11,1.6,-2.48,-2.83,-2.83,0.37,0.43
WSAWB20,INL-QA-SAH,042*30.3*TM860 *New (P1) -856*Wire-02*0093*22031203,PIA8YAJ0120,10.11,7.78,1.4,0.94,4.7,6.15,6.71,1.61,4.88,6.02,0.42,0.94
2022/3/13 05:23,PIA8YAJ,,PIA8YAJ0320,10.36,7.7,1.01,0.63,4.41,5.73,6.5,2.73,4.89,5.97,0.34,0.55
,,,PIA8YAJ0520,10.35,6.32,0.45,0.48,3.25,4.68,5.5,1.96,3.79,4.47,0.25,0.36
,,,PIA8YAJ0720,10.69,4.6,0.78,0.48,1.71,2.83,3.01,-1.37,2.05,2.52,0.29,0.32
,,,PIA8YAJ0920,10.34,5.09,0.65,0.39,0.8,2.29,2.98,0.76,1.51,1.51,0.27,0.26
,,,PIA8YAJ1120,11.07,5.24,0.75,0.58,0.38,2.25,2.6,2.17,2.95,2.95,0.32,0.42
WSAWB20,UMC-QC-59K,043*29.4*TM860 *New (P1) -868*Wire-03*0042*22031301,PEHBNAA0120,9.37,10.95,-0.45,0.86,5.56,8.81,8.85,2.62,6.79,8.02,0.59,0.86
2022/3/13 20:31,PEHBNAA,,PEHBNAA0320,9.65,9.22,-0.57,0.53,5.1,8.74,9.19,2.61,5.44,6.26,0.47,0.53
,,,PEHBNAA0520,9.59,7.78,-0.57,0.47,4.25,6.52,7.49,2.15,4.06,5.4,0.39,0.47
,,,PEHBNAA0720,10.29,7.59,-1,0.54,2.79,4.66,5.75,1.26,3.28,3.94,0.24,0.34
,,,PEHBNAA0920,11.22,7.21,-0.33,0.75,2.2,4.79,5.76,0.79,2.14,2.25,0.55,0.45
,,,PEHBNAA1108,11.55,7.87,-0.57,0.59,2.05,3.91,4.83,1.85,3.15,3.2,0.46,0.44
WSAWB20,TSM-QX-20H,041*28.4*TM860 *New (P1) -844*Wire-01*0112*22031102,PGJVYAK0120,10.36,7.83,-1.02,0.73,4.53,6.18,6.68,3.48,6.29,7.27,0.37,0.73
2022/3/12 14:33,PGJVYAK,,PGJVYAK0220,9.75,6.85,-1.05,0.5,4.33,6.56,7.49,2.72,4.65,5.72,0.31,0.47
,,,PGJVYAK0420,10.71,6.65,-1.2,0.49,3.27,5.6,6.66,1.9,3.59,4.19,0.31,0.36
,,,PGJVYAK0620,10.3,5.15,-1.35,0.49,2.64,3.83,4.78,1.72,2.75,3.11,0.16,0.22
,,,PGJVYAK0820,10.19,5.67,-1.33,0.51,1.97,3.69,4.66,1.52,2.1,2.26,0.22,0.26
,,,PGJVYAK1008,10.34,4.95,-1.46,0.48,1.87,3.68,4.98,0.89,1.2,1.2,0.29,0.21
WSAWB20,S32-QX-1FE,040*30*TM860 *New (P1) -829*Wire-03*0007*22031101,PDEX7AB0120,10.2,8.03,-1.26,0.5,2.7,5.03,6.15,1.89,3.62,5.61,0.27,0.5
2022/3/12 00:27,PDEX7AB,,PDEX7AB0320,9.62,6.74,-1.44,0.49,1.65,3.73,4.18,2.01,3.39,3.72,0.32,0.48
,,,PDEX7AB0520,10.17,8.56,0.04,0.84,4.22,7.21,7.64,1.7,5.17,7.02,0.29,0.84
,,,PDEX7AB0720,9.99,8.61,-0.95,0.39,3.45,5.93,6.34,2.4,4.64,6.29,0.21,0.37
,,,PDEX7AB0920,9.5,6.16,-1.15,0.56,0.98,3.35,3.64,1.99,3.26,3.39,0.26,0.49
,,,PDEX7AB1120,11.03,7.63,-1.73,0.66,1.39,3.94,5.02,3.61,6.41,6.41,0.44,0.66
WSAWB20,TSM-QX-S4E,039*33*TM860 *New (P1) -816*Wire-02*0041*22031001,PGJWAAD0120,10,5.78,-0.23,0.76,3.31,4.64,5,1.83,4.3,4.69,0.42,0.76
